Bag ID,Species,Date Deployed,Date Collected,Date Processsed,Harvest,Time.mo,Bag weight,InitialLeafWeight,TotalLeafWeight,Tin #,EmptyTinWght,WetLeafTin,DryLeafTin,AFDMTin,LeafTinAFDM,AFDMLeafTinAshed,DryWeightTin,TotDryWeight,perc.moist,soilg,dryweightsoil,PropInitial,perc.dry,enz.raw,enz.wt
QR202,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7.62,4.98,14.88,62,1.29,4.01,2.03,1.29,1.36,1.29,0.74,4.048235294,0,0,4.048235294,0.812898653,1,0.2602,0.2602
QR203,QUERUB,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.74,4.96,5.85,24,1.3,2.35,1.49,1.29,1.38,1.3,0.19,1.058571429,0.111111111,0.117619048,0.940952381,0.168629459,0.888888889,0.2466,0.2192
QR204,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7.04,5.1,12.07,116,1.29,4.15,2.14,1.29,1.38,1.29,0.85,3.587237762,0,0,3.587237762,0.703379953,1,0.204,0.204
QR21,QUERUB,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,6.7,5.02,1.28,102,1.28,2.43,1.51,1.28,1.39,1.29,0.23,0.256,0.09090909,0.023272727,0.232727273,0.042145468,0.90909091,,0
QR22,QUERUB,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,6.39,4.96,8.47,53,1.29,2.01,1.45,1.31,1.37,1.31,0.16,1.882222222,0,0,1.882222222,0.379480287,1,0.2239,0.2239
QR23,QUERUB,19-Dec-17,16-Jun-19,17-Jun-19,H3,1.5,7.09,4.99,2.59,210,1.27,2.06,1.47,1.3,1.36,1.3,0.2,0.655696203,0,0,0.655696203,0.131402045,1,0.2002,0.2002
QR24,QUERUB,19-Dec-17,,,,,6.35,4.92,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
QR25,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.69,5.05,12.84,310,1.28,4.01,2.06,1.28,1.36,1.28,0.78,3.668571429,0,0,3.668571429,0.726449788,1,0.1525,0.1525
QR26,QUERUB,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.67,5.03,11.96,125,1.3,2.94,1.65,1.29,1.36,1.29,0.35,2.552439024,0,0,2.552439024,0.507443146,1,0.2569,0.2569
QR27,QUERUB,19-Dec-17,18-Jan-19,25-Jan-19,H2,1.0,6.67,4.97,11.08,227,1.28,2.96,1.61,1.27,1.41,1.31,0.33,2.176428571,0.285714285,0.621836735,1.554591837,0.223425099,0.714285715,0.2802,0.200142857
QR28,QUERUB,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,6.62,4.99,7.22,18,1.28,2.07,1.4,,,,0.12,1.096708861,1,,,0,0,0.2796,0
QR29,QUERUB,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,7.39,5.11,2.34,41,1.28,2.1,1.52,1.28,1.4,1.31,0.24,0.684878049,0.25,0.171219512,0.513658537,0.075390196,0.75,0.3023,0.226725
QR3,QUERUB,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,6.28,5.35,1.47,117,1.29,2.17,1.62,1.31,1.41,1.31,0.33,0.55125,0,0,0.55125,0.103037383,1,0.1395,0.1395
QR30,QUERUB,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,6.97,5,5.43,16,1.3,3.44,1.76,1.28,1.4,1.3,0.46,1.167196262,0.166666667,0.19453271,0.972663551,0.162110592,0.833333333,0.3444,0.287
QR31,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.04,4.95,11.27,302,1.28,4.23,2.23,1.3,1.39,1.3,0.95,3.629322034,0,0,3.629322034,0.733196371,1,0.15099,0.15099
QR32,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.69,5.02,12.86,82,1.29,4,2.09,1.27,1.35,1.27,0.8,3.796309963,0,0,3.796309963,0.756237044,1,0.1936,0.1936
QR33,QUERUB,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,7.19,5.05,18.18,85,1.29,3.28,1.82,1.29,1.48,1.38,0.53,4.841909548,0.473684211,2.293536102,2.548373446,0.265593897,0.526315789,0.2558,0.134631579
QR34,QUERUB,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,7.01,5.15,9.42,103,1.29,3.69,1.77,0.99,1.07,1.01,0.48,1.884,0.25,0.471,1.413,0.205776699,0.75,0.3222,0.24165
QR35,QUERUB,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.33,5.03,2.18,17,1.29,2.09,1.46,1.31,1.45,1.34,0.17,0.46325,0.214285714,0.099267857,0.363982143,0.056856058,0.785714286,0.2125,0.166964286
QR36,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7.07,4.98,15.76,43,1.29,5.28,2.24,1.31,1.39,1.32,0.95,3.752380952,0.125,0.469047619,3.283333333,0.576890897,0.875,0.317,0.277375
QR37,QUERUB,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,6.87,5.07,8.86,57,1.27,3.51,1.77,1.29,1.38,1.3,0.5,1.977678571,0.111111111,0.219742063,1.757936508,0.308207146,0.888888889,0.3282,0.291733333
QR38,QUERUB,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,6.5,4.95,5.46,220,1.28,3.1,1.81,1.3,1.41,1.3,0.53,1.59,0,0,1.59,0.321212121,1,0.2338,0.2338
QR39,QUERUB,19-Dec-17,18-Jan-19,25-Jan-19,H2,1.0,6.95,5.12,3.09,241,1.29,2.82,1.96,1.29,1.37,1.29,0.67,1.353137255,0,0,1.353137255,0.26428462,1,0.219,0.219
QR4,QUERUB,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.49,5.12,9.54,23,1.3,2.29,1.44,1.27,1.41,1.27,0.14,1.349090909,0,0,1.349090909,0.263494318,1,0.2651,0.2651
QR40,QUERUB,19-Dec-17,18-Jan-19,25-Jan-19,H2,1.0,7.29,4.92,0.74,2,1.28,2.01,1.72,1.29,1.39,1.31,0.44,0.446027397,0.199999999,0.089205479,0.356821918,0.058019824,0.800000001,,0
QR41,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.38,4.96,10.28,323,0.98,3.69,2.02,1.29,1.42,1.33,1.04,3.945092251,0.307692308,1.213874539,2.731217712,0.381218353,0.692307692,0.1421,0.098376923
QR42,QUERUB,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,7.36,5.08,2.75,78,1.3,2.1,1.51,1.28,1.37,1.29,0.21,0.721875,0.111111111,0.080208333,0.641666667,0.112277632,0.888888889,0.2163,0.192266667
QR43,QUERUB,19-Dec-17,18-Jan-19,25-Jan-19,H2,1.0,7.13,4.95,11.45,115,1.31,3.51,1.58,1.3,1.38,1.3,0.27,1.405227273,0,0,1.405227273,0.283884298,1,0.2592,0.2592
QR44,QUERUB,19-Dec-17,18-Jan-19,29-Jan-19,H2,1.0,7.22,4.94,3.84,38,1.28,3.1,1.76,1.29,1.38,1.34,0.48,1.012747253,0.555555556,0.562637363,0.45010989,0.040495717,0.444444444,0.2785,0.123777778
QR45,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.41,5.11,17.28,113,1.28,4.02,2.1,1.3,1.37,1.3,0.82,5.171386861,0,0,5.171386861,1.012013084,1,0.193,0.193
QR46,QUERUB,19-Dec-17,18-Jan-19,25-Jan-19,H2,1.0,7.25,4.99,16.79,55,1.29,4.21,1.66,1.29,1.37,1.29,0.37,2.1275,0,0,2.1275,0.426352705,1,0.4073,0.4073
QR47,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.93,5.03,12.1,30,1.28,4.03,2.13,1.29,1.37,1.29,0.85,3.74,0,0,3.74,0.743538767,1,0.1434,0.1434
QR48,QUERUB,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,7.34,4.98,4.64,302,1.3,3.22,1.76,1.31,1.45,1.36,0.46,1.111666667,0.357142857,0.39702381,0.714642857,0.09225166,0.642857143,0.261,0.167785714
QR49,QUERUB,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.66,4.96,5.15,14,1.28,2.48,1.53,1.31,1.38,1.32,0.25,1.072916667,0.142857143,0.15327381,0.919642857,0.158924457,0.857142857,0.2542,0.217885714
QR5,QUERUB,19-Dec-17,,,,,6.63,5.2,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
QR50,QUERUB,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,7.72,5.02,9.5,82,1.28,2.04,1.43,1.29,1.42,1.29,0.15,1.875,0,0,1.875,0.373505976,1,0.3084,0.3084
QR51,QUERUB,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,7.28,5,9.6,117,1.29,3.91,2.24,1.28,1.37,1.29,0.95,3.480916031,0.111111111,0.386768448,3.094147583,0.550070681,0.888888889,0.18903,0.168026667
QR52,QUERUB,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7.2,4.97,13.17,52,1.29,3.39,1.65,1.28,1.37,1.29,0.36,2.257714286,0.111111111,0.250857143,2.006857143,0.358928172,0.888888889,0.2309,0.205244444
QR53,QUERUB,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.96,4.99,10.65,118,1.28,2.62,1.54,1.3,1.39,1.3,0.26,2.06641791,0,0,2.06641791,0.414111806,1,0.2671,0.2671
QR54,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.46,5.06,10.23,301,1.28,4.08,2.37,1.3,1.38,1.33,1.09,3.982392857,0.375,1.493397321,2.488995536,0.307435219,0.625,0.17618,0.1101125
QR55,QUERUB,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.87,5.11,11.02,111,1.28,3.4,1.64,1.29,1.4,1.3,0.36,1.871320755,0.090909091,0.170120069,1.701200686,0.302650896,0.909090909,0.2381,0.216454545
QR56,QUERUB,19-Dec-17,18-Jan-19,24-Jan-19,H2,1.0,6.51,4.93,6.46,86,1.31,3.18,1.68,1.29,1.41,1.31,0.37,1.278181818,0.166666667,0.213030303,1.065151515,0.180045895,0.833333333,0.2381,0.198416667
QR57,QUERUB,19-Dec-17,11-Jun-18,12-Jun-18,H1,0.5,7.03,4.97,12.98,32,1.28,3.53,1.97,1.29,1.37,1.29,0.69,3.980533333,0,0,3.980533333,0.800912139,1,0.1945,0.1945
QR58,QUERUB,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,7.16,5.01,10.68,234,1.28,3.04,1.61,1.27,1.37,1.3,0.33,2.0025,0.3,0.60075,1.40175,0.195853293,0.7,0.2034,0.14238
QR59,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.89,4.99,14.55,21,1.3,4.1,2.03,1.28,1.33,1.28,0.73,3.793392857,0,0,3.793392857,0.760198969,1,0.2786,0.2786
QR6,QUERUB,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,7.06,4.97,2.48,225,1.28,2.13,1.53,1.28,1.34,1.28,0.25,0.729411765,0,0,0.729411765,0.146762931,1,0.2034,0.2034
QR60,QUERUB,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,7.03,5.06,1.36,2,1.29,1.72,1.44,1.31,1.44,1.33,0.15,0.474418605,0.153846154,0.072987478,0.401431127,0.067128951,0.846153846,,0
QR61,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,6.83,5.03,16.2,37,1.3,4.01,1.84,1.31,1.37,1.31,0.54,3.22804428,0,0,3.22804428,0.641758306,1,,0
QR62,QUERUB,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,6.49,4.97,4.11,300,1.31,3.02,1.83,1.31,1.42,1.31,0.52,1.249824561,0,0,1.249824561,0.251473755,1,0.1963,0.1963
QR63,QUERUB,19-Dec-17,13-Jun-18,13-Jun-18,H1,0.5,7.33,5.03,13.44,52,1.29,5.21,2.31,1.31,1.4,1.31,1.02,3.497142857,0,0,3.497142857,0.695257029,1,0.2773,0.2773
QR64,QUERUB,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.73,5.06,19.43,8,1.28,8.47,2.26,1.3,1.45,1.35,0.98,2.648317107,0.333333333,0.882772369,1.765544738,0.23261459,0.666666667,0.2314,0.154266667
QR65,QUERUB,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,7.31,5,2.05,304,1.3,2.03,1.52,1.28,1.44,1.29,0.22,0.617808219,0.062500001,0.038613014,0.579195205,0.108599101,0.937499999,0.2145,0.20109375
QR66,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.96,5.02,11.8,324,0.99,3.47,1.84,1.3,1.4,1.31,0.85,4.044354839,0.1,0.404435484,3.639919355,0.652575183,0.9,0.2416,0.21744
QR67,QUERUB,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,7.43,4.99,12.91,224,1.29,3.59,1.95,1.29,1.36,1.31,0.66,3.704608696,0.285714286,1.058459627,2.646149068,0.378778853,0.714285714,0.18,0.128571429
QR68,QUERUB,19-Dec-17,18-Jun-19,19-Jun-19,H3,1.5,6.56,5.02,10.34,98,1.28,3.88,1.7,1.29,1.4,1.29,0.42,1.670307692,0,0,1.670307692,0.332730616,1,0.211,0.211
QR69,QUERUB,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.6,5.09,18.16,226,1.3,4.15,1.85,1.27,1.41,1.34,0.55,3.504561404,0.5,1.752280702,1.752280702,0.172129735,0.5,0.2175,0.10875
QR7,QUERUB,19-Dec-17,16-Jan-19,17-Jan-19,H2,1.0,6.56,5.2,10.62,12,1.3,3.22,1.81,1.29,1.39,1.3,0.51,2.8209375,0.1,0.28209375,2.53884375,0.439415264,0.9,0.2204,0.19836
QR70,QUERUB,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.64,5.1,14.65,329,1.3,4.24,2.17,1.32,1.41,1.32,0.87,4.335204082,0,0,4.335204082,0.850040016,1,0.2162,0.2162
QR71,QUERUB,19-Dec-17,,,,,6.67,5.1,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
QR72,QUERUB,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,7.15,4.96,17.13,231,1.29,4.49,1.96,1.29,1.37,1.29,0.67,3.58659375,0,0,3.58659375,0.723103579,1,0.2628,0.2628
QR73,QUERUB,19-Dec-17,18-Jan-19,29-Jan-19,H2,1.0,5.86,4.97,3.51,105,1.28,2.62,1.72,1.28,1.42,1.34,0.44,1.152537313,0.428571428,0.493944563,0.658592751,0.075722076,0.571428572,0.2944,0.168228572
QR74,QUERUB,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,7.08,5.08,4.59,26,1.3,2.29,1.54,1.29,1.51,1.43,0.24,1.112727273,0.636363637,0.708099174,0.404628099,0.028964073,0.363636363,0.4191,0.1524
QR75,QUERUB,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,6.64,5.07,13.33,47,1.28,3.98,2.18,1.29,1.36,1.31,0.9,4.443333333,0.285714286,1.26952381,3.173809524,0.447141381,0.714285714,0.1899,0.135642857
QR76,QUERUB,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.86,5.07,15.65,248,1.29,4.38,2.24,1.25,1.37,1.3,0.95,4.811488673,0.416666667,2.004786947,2.806701726,0.322927549,0.583333333,0.214,0.124833333
QR77,QUERUB,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,6.27,5.01,9.21,321,1.01,2.23,1.27,1.29,1.4,1.31,0.26,1.962786885,0.181818182,0.356870343,1.605916542,0.26226182,0.818181818,0.3192,0.261163636
QR78,QUERUB,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,6.95,5.04,8.87,67,1.31,3.25,1.72,1.31,1.42,1.32,0.41,1.874587629,0.090909091,0.170417057,1.704170572,0.307390074,0.909090909,0.2722,0.247454545
QR79,QUERUB,19-Dec-17,18-Jan-19,23-Jan-19,H2,1.0,6.74,5.14,6.75,91,1.01,2.87,1.39,1.29,1.4,1.29,0.38,1.379032258,0,0,1.379032258,0.268294214,1,2353,2353
QR8,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.87,4.97,19.44,309,1.29,5.28,2.04,0.99,1.05,0.99,0.75,3.654135338,0,0,3.654135338,0.735238499,1,0.2876,0.2876
QR80,QUERUB,19-Dec-17,,,,,6.96,5.04,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
QR81,QUERUB,19-Dec-17,18-Jan-19,23-Jan-19,H2,1.0,6.31,4.97,11.17,88,1.3,3.47,2.11,1.29,11.58,1.47,0.81,4.169447005,0.017492711,0.072934933,4.096512072,0.809829571,0.982507289,0.2293,0.225288921
QR82,QUERUB,19-Dec-17,15-Jan-19,16-Jan-19,H2,1.0,7.29,5.01,4.08,49,1.28,3.09,1.65,1.29,1.41,1.31,0.37,0.834033149,0.166666667,0.139005525,0.695027624,0.115606724,0.833333333,0.2145,0.17875
QR83,QUERUB,19-Dec-17,17-Jun-18,18-Jun-18,H1,0.5,6.67,5.07,18.68,104,1.28,4,2.11,1.28,1.45,1.35,0.83,5.700147059,0.411764706,2.347119377,3.353027682,0.389027461,0.588235294,0.32209,0.189464706
QR84,QUERUB,19-Dec-17,20-Jun-18,21-Jun-18,H1,0.5,6.25,5.06,18.36,112,1.29,4.05,2.11,1.3,1.41,1.33,0.82,5.454782609,0.272727273,1.487667984,3.967114625,0.570192544,0.727272727,0.2216,0.161163636
QR85,QUERUB,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.75,5.12,26.07,203,1.28,5.14,2.63,1.28,1.38,1.35,1.35,9.117746114,0.7,6.38242228,2.735323834,0.160272881,0.3,0.2491,0.07473
QR86,QUERUB,19-Dec-17,15-Jan-19,16-Jan-19,H2,1.0,7.41,5.05,21.18,249,1.29,3.34,1.7,1.28,1.42,1.35,0.41,4.236,0.5,2.118,2.118,0.20970297,0.5,0.4849,0.24245
QR87,QUERUB,19-Dec-17,18-Jun-19,21-Jun-19,H3,1.5,6.82,4.99,9.04,206,1.28,3.63,1.55,1.29,1.41,1.34,0.27,1.038638298,0.416666667,0.432765957,0.60587234,0.07082676,0.583333333,0.3563,0.207841666
QR88,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,6.93,4.94,14.12,124,1.3,4.06,2.1,1.29,1.37,1.29,0.8,4.092753623,0,0,4.092753623,0.828492636,1,0.26048,0.26048
QR89,QUERUB,19-Dec-17,,,,,6.41,5.03,,,,,,,,,0,,#DIV/0!,,,#DIV/0!,#DIV/0!,,#DIV/0!
QR9,QUERUB,19-Dec-17,18-Jan-19,28-Jan-19,H2,1.0,6.51,5.16,7.06,8,1.28,3.04,1.68,1.28,1.38,1.28,0.4,1.604545455,0,0,1.604545455,0.310958422,1,0.3236,0.3236
QR90,QUERUB,19-Dec-17,13-Jun-18,14-Jun-18,H1,0.5,7.39,4.95,11.87,71,1.28,3.94,2.16,1.32,1.38,1.32,0.88,3.926917293,0,0,3.926917293,0.793316625,1,0.1658,0.1658
QR91,QUERUB,19-Dec-17,18-Jan-19,23-Jan-19,H2,1.0,6.61,5.03,12.78,301,1.29,3.74,1.76,1.3,1.44,1.31,0.47,2.451673469,0.071428571,0.175119534,2.276553936,0.420266986,0.928571429,0.2866,0.266128571
QR92,QUERUB,19-Dec-17,17-Jun-19,18-Jun-19,H3,1.5,7.04,4.98,4.23,27,1.28,2.21,1.49,1.29,1.38,1.29,0.21,0.95516129,0,0,0.95516129,0.191799456,1,0.1928,0.1928
QR93,QUERUB,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,7.26,4.93,3.18,13,1.28,2.09,1.47,1.31,1.4,1.32,0.19,0.745925926,0.111111112,0.082880658,0.663045267,0.119548392,0.888888888,0.2334,0.207466666
QR94,QUERUB,19-Dec-17,18-Jun-19,20-Jun-19,H3,1.5,6.24,5.02,9.6,51,1.28,2.01,1.44,1.29,1.39,1.31,0.16,2.104109589,0.2,0.420821918,1.683287671,0.268253015,0.8,0.2185,0.1748
QR95,QUERUB,19-Dec-17,18-Jan-19,25-Jan-19,H2,1.0,6.9,4.98,12.95,98,1.28,3.87,1.78,1.29,1.41,1.3,0.5,2.5,0.083333333,0.208333333,2.291666667,0.421826194,0.916666667,0.3469,0.317991667
QR96,QUERUB,19-Dec-17,13-Jun-18,15-Jun-18,H1,0.5,6.87,5.09,16.7,228,1.29,4.3,1.96,1.27,1.38,1.31,0.67,3.717275748,0.363636364,1.351736635,2.365539112,0.295745201,0.636363636,0.2629,0.1673
QR97,QUERUB,19-Dec-17,24-Jun-19,24-Jun-19,H3,1.5,7.05,4.95,10.15,205,1.28,3.63,1.71,1.29,1.4,1.29,0.43,1.857234043,0,0,1.857234043,0.375198797,1,0.3038,0.3038
QR98,QUERUB,19-Dec-17,14-Jan-19,15-Jan-19,H2,1.0,6.78,5.07,11.16,29,1.27,3.42,2.26,1.29,1.61,1.52,0.99,5.138790698,0.71875,3.693505814,1.445284884,0.080174827,0.28125,0.2028,0.0570375
QR99,QUERUB,19-Dec-17,24-Jun-19,25-Jun-19,H3,1.5,6.19,5.01,11.1,10,1.28,3.48,1.85,1.29,1.56,1.43,0.57,2.875909091,0.518518518,1.491212121,1.38469697,0.13307504,0.481481482,0.4561,0.219603704
T01,CAROVA,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,1,,0
T02,CAROVA,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,1,,0
T03,CAROVA,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,1,,0
T04,CAROVA,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,1,,0
T05,CAROVA,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,1,,0
T06,CAROVA,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,1,,0
T07,ACESAC,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,4,1,1,,0
T08,ACESAC,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,4,1,1,,0
T09,ACESAC,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,4,1,1,,0
T10,ACESAC,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,4,1,1,,0
T11,ACESAC,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,4,1,1,,0
T12,ACESAC,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,4,1,1,,0
T13,QUERUB,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,1,,0
T14,QUERUB,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,1,,0
T15,QUERUB,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,1,,0
T16,QUERUB,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,1,,0
T17,QUERUB,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,1,,0
T18,QUERUB,19-Dec-17,19-Dec-17,19-Dec-17,H0,0.0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,1,,0
